Weights,1,2,3,4,5,6,7,8,,1_w,2_w,3_w,4_w,5_w,6_w,7_w,8_w
0,0.033107426,0.020590198,0.008906885,0.017661867,0.025396882,0.03411857,0.009528189,0.022046331,,0.00E+00,6.82E-04,1.83E-04,1.57E-04,4.49E-04,8.67E-04,3.25E-04,2.10E-04
0,0.014145981,0.011221961,0.04073277,0.009534617,0.028351308,0.0091555,0.022921818,0.024598713,,0.00E+00,1.59E-04,4.57E-04,3.88E-04,2.70E-04,2.60E-04,2.10E-04,5.64E-04
0,0.023605796,0.023270358,0.00774624,0.020391665,0.021234963,0.031326991,0.01127026,0.031026369,,0.00E+00,5.49E-04,1.80E-04,1.58E-04,4.33E-04,6.65E-04,3.53E-04,3.50E-04
6.82E-14,0.029169407,0.017743993,0.008336896,0.017219129,0.027757743,0.036921995,0.012204907,0.023962361,,1.99E-15,5.18E-04,1.48E-04,1.44E-04,4.78E-04,1.02E-03,4.51E-04,2.92E-04
8.30E-14,0.029223755,0.015663525,0.00340884,0.010955726,0.022363297,0.035278103,0.009957588,0.017248664,,2.43E-15,4.58E-04,5.34E-05,3.73E-05,2.45E-04,7.89E-04,3.51E-04,1.72E-04
2.26E-14,0.035321246,0.022878056,0.006639643,0.016921753,0.028058525,0.040689422,0.017560297,0.021239144,,7.98E-16,8.08E-04,1.52E-04,1.12E-04,4.75E-04,1.14E-03,7.15E-04,3.73E-04
0,-0.004639666,-0.008761485,0.010929847,0.014709485,0.021388037,0.012653232,0.023525468,0.048781985,,0.00E+00,4.07E-05,-9.58E-05,1.61E-04,3.15E-04,2.71E-04,2.98E-04,1.15E-03
0,0.015625399,7.51E-05,0.014704813,0.015820595,0.022638603,0.01349079,0.016118051,0.036535058,,0.00E+00,1.17E-06,1.10E-06,2.33E-04,3.58E-04,3.05E-04,2.17E-04,5.89E-04
1.40E-14,0.017287904,0.016480617,0.017970402,0.036844875,0.014788251,0.019664604,0.010681325,0.024462056,,2.42E-16,2.85E-04,2.96E-04,6.62E-04,5.45E-04,2.91E-04,2.10E-04,2.61E-04
4.80E-14,0.004020967,-0.001055581,0.013953346,0.017435705,0.019906477,0.011099682,0.01958236,0.046593828,,1.93E-16,-4.24E-06,-1.47E-05,2.43E-04,3.47E-04,2.21E-04,2.17E-04,9.12E-04
1.63E-14,0.009583018,-0.004484337,0.013864216,0.014746762,0.024916087,0.016492472,0.019760536,0.040319514,,1.56E-16,-4.30E-05,-6.22E-05,2.04E-04,3.67E-04,4.11E-04,3.26E-04,7.97E-04
0,0.009475868,-0.006605049,0.010598384,0.008028186,0.018662868,0.013084106,0.017495317,0.030741947,,0.00E+00,-6.26E-05,-7.00E-05,8.51E-05,1.50E-04,2.44E-04,2.29E-04,5.38E-04
1.13E-14,0.021531281,0.001759812,0.015874823,0.014472817,0.026702647,0.019180104,0.025571337,0.031837441,,2.43E-16,3.79E-05,2.79E-05,2.30E-04,3.86E-04,5.12E-04,4.90E-04,8.14E-04
0,0.026870514,0.017314954,0.020027171,0.020473709,0.025240785,0.026164596,0.013485093,0.02510205,,0.00E+00,4.65E-04,3.47E-04,4.10E-04,5.17E-04,6.60E-04,3.53E-04,3.39E-04
0,0.003742733,-0.002442758,-0.007384765,0.006694378,0.017196404,0.029159359,0.015778859,0.042175893,,0.00E+00,-9.14E-06,1.80E-05,-4.94E-05,1.15E-04,5.01E-04,4.60E-04,6.65E-04
0,0.019258502,0.004490958,-0.001886046,0.008375151,0.017662741,0.027298449,0.01015636,0.032580281,,0.00E+00,8.65E-05,-8.47E-06,-1.58E-05,1.48E-04,4.82E-04,2.77E-04,3.31E-04
0,0.017658271,0.01553811,0.032485414,0.009863421,0.032322915,0.015432431,0.028382225,0.029994771,,0.00E+00,2.74E-04,5.05E-04,3.20E-04,3.19E-04,4.99E-04,4.38E-04,8.51E-04
0,0.009937239,0.00312595,-0.003066629,0.009458337,0.016131215,0.026264649,0.013216301,0.040759849,,0.00E+00,3.11E-05,-9.59E-06,-2.90E-05,1.53E-04,4.24E-04,3.47E-04,5.39E-04
4.09E-14,0.01155901,0.000152688,-0.005017027,0.007303657,0.024172348,0.036755742,0.014933912,0.030845384,,4.73E-16,1.76E-06,-7.66E-07,-3.66E-05,1.77E-04,8.88E-04,5.49E-04,4.61E-04
1.24E-14,0.015369221,-0.000656666,-0.012235224,-0.002951086,0.011115117,0.030612168,0.008782684,0.022840702,,1.91E-16,-1.01E-05,8.03E-06,3.61E-05,-3.28E-05,3.40E-04,2.69E-04,2.01E-04
1.45E-15,0.024109912,0.004676061,-0.003322212,0.005717172,0.022443188,0.033841356,0.015888079,0.02435865,,3.50E-17,1.13E-04,-1.55E-05,-1.90E-05,1.28E-04,7.60E-04,5.38E-04,3.87E-04
3.42E-17,0.0294014,0.017813982,0.007531788,0.01652811,0.02638777,0.036514305,0.011518014,0.0245428,,1.01E-18,5.24E-04,1.34E-04,1.24E-04,4.36E-04,9.64E-04,4.21E-04,2.83E-04
2.61E-14,0.011257287,-0.000428402,0.007340547,0.009995061,0.017341441,0.020475121,0.014578225,0.036898623,,2.94E-16,-4.82E-06,-3.14E-06,7.34E-05,1.73E-04,3.55E-04,2.98E-04,5.38E-04
4.57E-14,0.000651797,-0.00664452,0.00068633,0.011594056,0.023117085,0.022844242,0.02098492,0.04633825,,2.98E-17,-4.33E-06,-4.56E-06,7.96E-06,2.68E-04,5.28E-04,4.79E-04,9.72E-04
4.69E-15,0.018415084,0.00152621,0.00699046,0.013669364,0.023409915,0.020290477,0.014406441,0.035310287,,8.64E-17,2.81E-05,1.07E-05,9.56E-05,3.20E-04,4.75E-04,2.92E-04,5.09E-04
0,0.015976113,0.01837699,0.03758078,0.012655279,0.030575865,0.009966746,0.025792655,0.017369933,,0.00E+00,2.94E-04,6.91E-04,4.76E-04,3.87E-04,3.05E-04,2.57E-04,4.48E-04
0,0.006783318,5.44E-05,0.005012994,0.014759273,0.021104256,0.019325627,0.017967502,0.045421944,,0.00E+00,3.69E-07,2.73E-07,7.40E-05,3.11E-04,4.08E-04,3.47E-04,8.16E-04
5.60E-14,0.012122482,-0.003276898,0.005353245,0.012227224,0.025722347,0.024049067,0.018124805,0.039450643,,6.79E-16,-3.97E-05,-1.75E-05,6.55E-05,3.15E-04,6.19E-04,4.36E-04,7.15E-04
0,0.012631457,-0.004954681,8.05E-05,0.00545501,0.020434267,0.023098475,0.015717908,0.030372467,,0.00E+00,-6.26E-05,-3.99E-07,4.39E-07,1.11E-04,4.72E-04,3.63E-04,4.77E-04
4.70E-14,0.023494011,0.002474367,0.003115723,0.010832266,0.027593188,0.029592632,0.02173295,0.031587994,,1.10E-15,5.81E-05,7.71E-06,3.38E-05,2.99E-04,8.17E-04,6.43E-04,6.87E-04
9.65E-14,0.029606791,0.018017427,0.00787265,0.016777489,0.026622985,0.036497021,0.011590011,0.024425361,,2.86E-15,5.33E-04,1.42E-04,1.32E-04,4.47E-04,9.72E-04,4.23E-04,2.83E-04
2.05E-15,0.00984619,-0.004297204,0.013588369,0.014536709,0.024410848,0.016394557,0.019451802,0.040484602,,2.02E-17,-4.23E-05,-5.84E-05,1.98E-04,3.55E-04,4.00E-04,3.19E-04,7.87E-04
0,0.014412471,0.000831966,-0.003447873,0.007042506,0.01913542,0.030325897,0.012875377,0.035889224,,0.00E+00,1.20E-05,-2.87E-06,-2.43E-05,1.35E-04,5.80E-04,3.90E-04,4.62E-04
0,0.012271141,-0.00316809,0.005227734,0.012111122,0.025407509,0.023949704,0.017943447,0.039556655,,0.00E+00,-3.89E-05,-1.66E-05,6.33E-05,3.08E-04,6.09E-04,4.30E-04,7.10E-04
,,,,,,,,,,1.72E-02,2.84E-01,2.93E-01,3.03E-01,4.23E-01,5.18E-01,3.86E-01,4.79E-01
