Weights,1,2,3,4,5,6,7,8,,1_w,2_w,3_w,4_w,5_w,6_w,7_w,8_w
0,0.016015139,0.021047228,0.021279643,0.024096604,0.02279296,0.018823943,0.021669803,0.025792315,,0.00E+00,3.37E-04,4.48E-04,5.13E-04,5.49E-04,4.29E-04,4.08E-04,5.59E-04
0,0.022590591,0.021841521,0.020214711,0.020676124,0.020008151,0.018860437,0.018085239,0.016636056,,0.00E+00,4.93E-04,4.42E-04,4.18E-04,4.14E-04,3.77E-04,3.41E-04,3.01E-04
0,0.018238575,0.018136248,0.017925461,0.01850741,0.018682519,0.019079837,0.019364736,0.019934428,,0.00E+00,3.31E-04,3.25E-04,3.32E-04,3.46E-04,3.56E-04,3.69E-04,3.86E-04
0,0.016755376,0.017317105,0.01779592,0.01783335,0.0177064,0.019463532,0.020117589,0.022003127,,0.00E+00,2.90E-04,3.08E-04,3.17E-04,3.16E-04,3.45E-04,3.92E-04,4.43E-04
0,0.003513908,-0.000112129,0.002969795,0.004183663,0.008817967,0.011315292,0.014294086,0.021513267,,0.00E+00,-3.94E-07,-3.33E-07,1.24E-05,3.69E-05,9.98E-05,1.62E-04,3.08E-04
1.34E-09,0.018375202,0.018513408,0.018180265,0.018386716,0.017467583,0.01860019,0.018951897,0.01987021,,2.46E-11,3.40E-04,3.37E-04,3.34E-04,3.21E-04,3.25E-04,3.53E-04,3.77E-04
0,0.018542439,0.019404084,0.020179443,0.019507919,0.020478419,0.021901206,0.021822646,0.02368421,,0.00E+00,3.60E-04,3.92E-04,3.94E-04,3.99E-04,4.49E-04,4.78E-04,5.17E-04
0,0.006557066,0.000717082,0.003760793,0.005125569,0.010109469,0.012339142,0.011702952,0.014689105,,0.00E+00,4.70E-06,2.70E-06,1.93E-05,5.18E-05,1.25E-04,1.44E-04,1.72E-04
5.42E-14,0.011346071,0.012255543,0.011867242,0.012645098,0.013447449,0.01353839,0.014751445,0.015530584,,6.15E-16,1.39E-04,1.45E-04,1.50E-04,1.70E-04,1.82E-04,2.00E-04,2.29E-04
0,0.01053202,0.011993634,0.01187973,0.012194006,0.014478129,0.014110959,0.014974162,0.015852873,,0.00E+00,1.26E-04,1.42E-04,1.45E-04,1.77E-04,2.04E-04,2.11E-04,2.37E-04
0,0.015426778,0.017133223,0.016552679,0.018384445,0.017569815,0.015940871,0.017117368,0.019276127,,0.00E+00,2.64E-04,2.84E-04,3.04E-04,3.23E-04,2.80E-04,2.73E-04,3.30E-04
0,0.006810708,0.009975422,0.01136931,0.013836676,0.014455179,0.013876074,0.016494461,0.020929446,,0.00E+00,6.79E-05,1.13E-04,1.57E-04,2.00E-04,2.01E-04,2.29E-04,3.45E-04
0,0.021706342,0.020882418,0.019332719,0.019999991,0.018002798,0.017311258,0.017238117,0.015799935,,0.00E+00,4.53E-04,4.04E-04,3.87E-04,3.60E-04,3.12E-04,2.98E-04,2.72E-04
0,0.01718793,0.017569711,0.02007985,0.019570639,0.033159411,0.01813335,0.021684795,0.02048026,,0.00E+00,3.02E-04,3.53E-04,3.93E-04,6.49E-04,6.01E-04,3.93E-04,4.44E-04
0,0.01689585,0.017289904,0.019819765,0.019311576,0.032925583,0.017810371,0.021417381,0.02018131,,0.00E+00,2.92E-04,3.43E-04,3.83E-04,6.36E-04,5.86E-04,3.81E-04,4.32E-04
0,0.01447385,0.021141786,0.02249385,0.02638826,0.022772612,0.02190787,0.020442563,0.031491234,,0.00E+00,3.06E-04,4.76E-04,5.94E-04,6.01E-04,4.99E-04,4.48E-04,6.44E-04
0,0.015331834,0.015924708,0.018944643,0.018333323,0.032713343,0.017191333,0.021151345,0.020185223,,0.00E+00,2.44E-04,3.02E-04,3.47E-04,6.00E-04,5.62E-04,3.64E-04,4.27E-04
0,0.015747586,0.016193122,0.018897813,0.018320753,0.032329592,0.016578034,0.020403045,0.019016578,,0.00E+00,2.55E-04,3.06E-04,3.46E-04,5.92E-04,5.36E-04,3.38E-04,3.88E-04
0.515670661,0.020140965,0.020102125,0.022422751,0.021880357,0.035583535,0.022691172,0.024541761,0.024292595,,1.04E-02,4.05E-04,4.51E-04,4.91E-04,7.79E-04,8.07E-04,5.57E-04,5.96E-04
1.84E-14,0.008593532,0.013578767,0.014995453,0.017786761,0.016057522,0.017591699,0.016196154,0.025280566,,1.58E-16,1.17E-04,2.04E-04,2.67E-04,2.86E-04,2.82E-04,2.85E-04,4.09E-04
4.14E-14,0.015111202,0.015788316,0.018067332,0.017879979,0.030514932,0.019823565,0.022140876,0.02273101,,6.26E-16,2.39E-04,2.85E-04,3.23E-04,5.46E-04,6.05E-04,4.39E-04,5.03E-04
0,0.012992116,0.014932818,0.018330774,0.016170731,0.034868313,0.020882903,0.021504132,0.02205507,,0.00E+00,1.94E-04,2.74E-04,2.96E-04,5.64E-04,7.28E-04,4.49E-04,4.74E-04
2.61E-14,0.007566778,0.012720866,0.014171752,0.017075531,0.015386815,0.01685415,0.015576765,0.024747933,,1.97E-16,9.63E-05,1.80E-04,2.42E-04,2.63E-04,2.59E-04,2.63E-04,3.85E-04
0,0.013659319,0.014383484,0.016311567,0.016314919,0.02813838,0.018032766,0.020346698,0.020801612,,0.00E+00,1.96E-04,2.35E-04,2.66E-04,4.59E-04,5.07E-04,3.67E-04,4.23E-04
3.37E-14,0.011824683,0.012785243,0.01421817,0.014239453,0.025504259,0.01588935,0.017909923,0.018081388,,3.98E-16,1.51E-04,1.82E-04,2.02E-04,3.63E-04,4.05E-04,2.85E-04,3.24E-04
0,0.001645501,0.009255898,0.011839068,0.01506042,0.013930064,0.016070733,0.015439174,0.026646805,,0.00E+00,1.52E-05,1.10E-04,1.78E-04,2.10E-04,2.24E-04,2.48E-04,4.11E-04
3.56E-14,0.00500778,0.010776029,0.012285284,0.015463909,0.013753975,0.01512175,0.014133154,0.023843646,,1.78E-16,5.40E-05,1.32E-04,1.90E-04,2.13E-04,2.08E-04,2.14E-04,3.37E-04
7.79E-14,0.01497491,0.015376056,0.017132011,0.017194931,0.028763203,0.018250838,0.02049693,0.020596202,,1.17E-15,2.30E-04,2.63E-04,2.95E-04,4.95E-04,5.25E-04,3.74E-04,4.22E-04
0,0.016453181,0.016916725,0.016605715,0.017101782,0.018367339,0.018089696,0.018474282,0.018903881,,0.00E+00,2.78E-04,2.81E-04,2.84E-04,3.14E-04,3.32E-04,3.34E-04,3.49E-04
3.84E-15,0.018473066,0.02263243,0.022614168,0.024590362,0.023542222,0.020875922,0.022788394,0.025536391,,7.09E-17,4.18E-04,5.12E-04,5.56E-04,5.79E-04,4.91E-04,4.76E-04,5.82E-04
4.41E-14,0.022328714,0.021916114,0.020916274,0.021268128,0.021747759,0.021074733,0.020367633,0.019886341,,9.85E-16,4.89E-04,4.58E-04,4.45E-04,4.63E-04,4.58E-04,4.29E-04,4.05E-04
8.70E-14,0.023354777,0.02397048,0.024476462,0.023363558,0.025863403,0.025585314,0.024261351,0.024822803,,2.03E-15,5.60E-04,5.87E-04,5.72E-04,6.04E-04,6.62E-04,6.21E-04,6.02E-04
1.21E-14,0.019010491,0.022754064,0.02269839,0.02429397,0.023458043,0.02147096,0.023206613,0.025697139,,2.30E-16,4.33E-04,5.16E-04,5.51E-04,5.70E-04,5.04E-04,4.98E-04,5.96E-04
6.35E-11,0.021449079,0.02121446,0.020397115,0.020758613,0.02151697,0.020967562,0.0204334,0.020224469,,1.36E-12,4.55E-04,4.33E-04,4.23E-04,4.47E-04,4.51E-04,4.28E-04,4.13E-04
0.082309447,0.010835242,0.013180947,0.013437009,0.012685231,0.015266789,0.013941597,0.014792831,0.014822784,,8.92E-04,1.43E-04,1.77E-04,1.70E-04,1.94E-04,2.13E-04,2.06E-04,2.19E-04
0,0.020019293,0.022479549,0.022491876,0.023546867,0.023273967,0.022361972,0.023422309,0.025212348,,0.00E+00,4.50E-04,5.06E-04,5.30E-04,5.48E-04,5.20E-04,5.24E-04,5.91E-04
2.71E-15,0.019426038,0.023560424,0.02339934,0.025329556,0.024193095,0.021169585,0.023118153,0.025909659,,5.26E-17,4.58E-04,5.51E-04,5.93E-04,6.13E-04,5.12E-04,4.89E-04,5.99E-04
2.64E-14,0.022663051,0.021988387,0.020491748,0.020908829,0.020565338,0.019477289,0.018666908,0.0174076,,5.98E-16,4.98E-04,4.51E-04,4.28E-04,4.30E-04,4.01E-04,3.64E-04,3.25E-04
4.68E-14,0.016741916,0.017775835,0.018310185,0.01968041,0.020274008,0.019563036,0.019699039,0.020917162,,7.84E-16,2.98E-04,3.25E-04,3.60E-04,3.99E-04,3.97E-04,3.85E-04,4.12E-04
0,0.016268459,0.016704244,0.016158586,0.016708826,0.017214758,0.016689974,0.017336932,0.017258517,,0.00E+00,2.72E-04,2.70E-04,2.70E-04,2.88E-04,2.87E-04,2.89E-04,2.99E-04
0,0.015837974,0.017451352,0.017765172,0.016966073,0.020438089,0.019594985,0.019203836,0.019847561,,0.00E+00,2.76E-04,3.10E-04,3.01E-04,3.47E-04,4.00E-04,3.76E-04,3.81E-04
0,0.017970661,0.020275099,0.019835851,0.021376413,0.020579529,0.019042425,0.020141468,0.022001537,,0.00E+00,3.64E-04,4.02E-04,4.24E-04,4.40E-04,3.92E-04,3.84E-04,4.43E-04
1.97E-14,0.025077593,0.025650366,0.024991896,0.024799252,0.02504399,0.024299912,0.024697328,0.025770797,,4.94E-16,6.43E-04,6.41E-04,6.20E-04,6.21E-04,6.09E-04,6.00E-04,6.36E-04
9.58E-14,0.028011547,0.02781975,0.026689516,0.025553259,0.026078743,0.024322252,0.022224261,0.020419526,,2.68E-15,7.79E-04,7.42E-04,6.82E-04,6.66E-04,6.34E-04,5.41E-04,4.54E-04
1.11E-14,0.018739247,0.02121218,0.020711206,0.022190285,0.021281064,0.019712975,0.020916501,0.02283178,,2.08E-16,3.98E-04,4.39E-04,4.60E-04,4.72E-04,4.20E-04,4.12E-04,4.78E-04
0,0.031626204,0.023114075,0.023092107,0.021233606,0.025061039,0.02638396,0.021781318,0.018658391,,0.00E+00,7.31E-04,5.34E-04,4.90E-04,5.32E-04,6.61E-04,5.75E-04,4.06E-04
0,0.013766257,0.015095863,0.014670219,0.014564414,0.017142328,0.01596837,0.016047477,0.016113499,,0.00E+00,2.08E-04,2.21E-04,2.14E-04,2.50E-04,2.74E-04,2.56E-04,2.59E-04
1.21E-13,0.018313191,0.019942234,0.019088553,0.02062049,0.019617001,0.017890479,0.018760256,0.020379009,,2.22E-15,3.65E-04,3.81E-04,3.94E-04,4.05E-04,3.51E-04,3.36E-04,3.82E-04
0,0.013650971,0.019543093,0.030013491,0.016001978,0.039813501,0.016249372,0.026220842,0.016891709,,0.00E+00,2.67E-04,5.87E-04,4.80E-04,6.37E-04,6.47E-04,4.26E-04,4.43E-04
0,0.016159516,0.02208401,0.024293857,0.016738611,0.042931777,0.015905166,0.027518206,0.016284126,,0.00E+00,3.57E-04,5.37E-04,4.07E-04,7.19E-04,6.83E-04,4.38E-04,4.48E-04
8.49E-14,0.015588887,0.021149724,0.023730978,0.016912341,0.041599009,0.016773216,0.027394084,0.016834592,,1.32E-15,3.30E-04,5.02E-04,4.01E-04,7.04E-04,6.98E-04,4.59E-04,4.61E-04
0,0.013513909,0.019408576,0.022210121,0.015132473,0.040097165,0.015001688,0.026072679,0.015299744,,0.00E+00,2.62E-04,4.31E-04,3.36E-04,6.07E-04,6.02E-04,3.91E-04,3.99E-04
1.34E-16,0.019801167,0.007681017,0.005321105,0.013785019,0.024593598,0.024939476,0.02171317,0.032212796,,2.65E-18,1.52E-04,4.09E-05,7.34E-05,3.39E-04,6.13E-04,5.42E-04,6.99E-04
1.47E-14,0.01677498,0.023027526,0.023756436,0.015646251,0.039605873,0.012332897,0.022271679,0.01110346,,2.47E-16,3.86E-04,5.47E-04,3.72E-04,6.20E-04,4.88E-04,2.75E-04,2.47E-04
0.305498434,0.016274428,0.022132127,0.0249116,0.017359836,0.042979913,0.016388932,0.027632633,0.01647613,,4.97E-03,3.60E-04,5.51E-04,4.32E-04,7.46E-04,7.04E-04,4.53E-04,4.55E-04
0,0.017821742,0.018568643,0.035500998,0.012469641,0.041317841,0.016587489,0.023707018,0.027013025,,0.00E+00,3.31E-04,6.59E-04,4.43E-04,5.15E-04,6.85E-04,3.93E-04,6.40E-04
6.13E-14,0.016517278,0.017873535,0.033701628,0.013826681,0.041916343,0.017323414,0.023102718,0.025311176,,1.01E-15,2.95E-04,6.02E-04,4.66E-04,5.80E-04,7.26E-04,4.00E-04,5.85E-04
3.28E-14,0.01908156,0.020243345,0.037530316,0.016035085,0.043850195,0.019077741,0.024292779,0.026862535,,6.26E-16,3.86E-04,7.60E-04,6.02E-04,7.03E-04,8.37E-04,4.63E-04,6.53E-04
1.35E-13,0.016787524,0.0175763,-0.000449082,0.014717485,0.019739797,0.033049114,0.012434039,0.024532636,,2.27E-15,2.95E-04,-7.89E-06,-6.61E-06,2.91E-04,6.52E-04,4.11E-04,3.05E-04
4.00E-14,0.016180155,0.017365598,0.033750958,0.014280824,0.04250089,0.018706598,0.024709422,0.027005482,,6.47E-16,2.81E-04,5.86E-04,4.82E-04,6.07E-04,7.95E-04,4.62E-04,6.67E-04
3.71E-09,0.016836783,0.016916289,0.044238798,0.016319118,0.03985711,0.016435883,0.024876487,0.026005168,,6.25E-11,2.85E-04,7.48E-04,7.22E-04,6.50E-04,6.55E-04,4.09E-04,6.47E-04
0,0.017476761,0.018325214,0.025122526,0.014262995,0.041316582,0.0178013,0.023859526,0.024725402,,0.00E+00,3.20E-04,4.60E-04,3.58E-04,5.89E-04,7.35E-04,4.25E-04,5.90E-04
5.65E-14,0.013508354,0.014899695,0.021851567,0.01054909,0.038279095,0.014266036,0.021389263,0.021924101,,7.63E-16,2.01E-04,3.26E-04,2.31E-04,4.04E-04,5.46E-04,3.05E-04,4.69E-04
0,0.021099281,0.022060669,0.004887924,0.018541874,0.023462565,0.032632247,0.016506674,0.024220411,,0.00E+00,4.65E-04,1.08E-04,9.06E-05,4.35E-04,7.66E-04,5.39E-04,4.00E-04
1.17E-13,0.018106343,0.019707726,0.026277459,0.014121162,0.041076568,0.015248159,0.020701206,0.020955733,,2.12E-15,3.57E-04,5.18E-04,3.71E-04,5.80E-04,6.26E-04,3.16E-04,4.34E-04
0,0.019516473,0.020790282,0.029340809,0.017236793,0.044350654,0.018574108,0.025252635,0.024659707,,0.00E+00,4.06E-04,6.10E-04,5.06E-04,7.64E-04,8.24E-04,4.69E-04,6.23E-04
9.65E-17,0.015144855,0.016313719,0.023364335,0.012370942,0.039479139,0.016020111,0.022443657,0.023128958,,1.46E-18,2.47E-04,3.81E-04,2.89E-04,4.88E-04,6.32E-04,3.60E-04,5.19E-04
0,0.019888247,0.019790951,0.002566159,0.015750024,0.021398046,0.032092793,0.015330345,0.022617621,,0.00E+00,3.94E-04,5.08E-05,4.04E-05,3.37E-04,6.87E-04,4.92E-04,3.47E-04
0,0.017920192,0.018947624,0.025013076,0.013690728,0.040184802,0.016018014,0.021569497,0.022412462,,0.00E+00,3.40E-04,4.74E-04,3.42E-04,5.50E-04,6.44E-04,3.46E-04,4.83E-04
0,0.021077563,0.021034085,0.029137436,0.018287816,0.043348118,0.020546762,0.027614727,0.027546665,,0.00E+00,4.43E-04,6.13E-04,5.33E-04,7.93E-04,8.91E-04,5.67E-04,7.61E-04
0,0.01803534,0.016187749,-0.000733044,0.012446678,0.01906054,0.03083271,0.013029047,0.019998291,,0.00E+00,2.92E-04,-1.19E-05,-9.12E-06,2.37E-04,5.88E-04,4.02E-04,2.61E-04
5.84E-14,0.014623924,0.0161006,0.022902748,0.011376977,0.038653169,0.014272114,0.02079134,0.021264038,,8.54E-16,2.35E-04,3.69E-04,2.61E-04,4.40E-04,5.52E-04,2.97E-04,4.42E-04
0,0.014471512,0.015380853,0.024511825,0.012869941,0.038313081,0.01495854,0.023805181,0.022786978,,0.00E+00,2.23E-04,3.77E-04,3.15E-04,4.93E-04,5.73E-04,3.56E-04,5.42E-04
0,0.020690562,0.020352106,0.003000137,0.016195515,0.021510804,0.031755782,0.015006236,0.021993664,,0.00E+00,4.21E-04,6.11E-05,4.86E-05,3.48E-04,6.83E-04,4.77E-04,3.30E-04
0,0.02597656,0.025249191,0.00784615,0.020242497,0.025611565,0.035182818,0.018334056,0.024428459,,0.00E+00,6.56E-04,1.98E-04,1.59E-04,5.18E-04,9.01E-04,6.45E-04,4.48E-04
0,0.021694193,0.022982579,0.029135806,0.015731273,0.042433694,0.014334912,0.020946435,0.020330843,,0.00E+00,4.99E-04,6.70E-04,4.58E-04,6.68E-04,6.08E-04,3.00E-04,4.26E-04
5.80E-14,0.019235724,0.016976098,0.021815317,0.031588127,0.017757397,0.024344642,0.016990274,0.025772426,,1.12E-15,3.27E-04,3.70E-04,6.89E-04,5.61E-04,4.32E-04,4.14E-04,4.38E-04
0,0.018670386,0.015015162,0.020606436,0.029250174,0.020387568,0.024386061,0.018363514,0.023957063,,0.00E+00,2.80E-04,3.09E-04,6.03E-04,5.96E-04,4.97E-04,4.48E-04,4.40E-04
1.95E-14,0.022353786,0.019322761,0.024466455,0.035060791,0.024091475,0.027881524,0.021615685,0.026267259,,4.36E-16,4.32E-04,4.73E-04,8.58E-04,8.45E-04,6.72E-04,6.03E-04,5.68E-04
2.92E-14,0.001402844,-0.006921449,0.009397047,0.009898795,0.015223157,0.007599787,0.018565915,0.035569603,,4.10E-17,-9.71E-06,-6.50E-05,9.30E-05,1.51E-04,1.16E-04,1.41E-04,6.60E-04
2.14E-14,0.019100575,0.015422864,0.020675348,0.027618235,0.020306001,0.023934389,0.018482345,0.023656659,,4.09E-16,2.95E-04,3.19E-04,5.71E-04,5.61E-04,4.86E-04,4.42E-04,4.37E-04
0,0.017602299,0.015398396,0.019399902,0.03782121,0.02189028,0.024907316,0.017886123,0.025996027,,0.00E+00,2.71E-04,2.99E-04,7.34E-04,8.28E-04,5.45E-04,4.45E-04,4.65E-04
0,0.022215625,0.018605238,0.022663107,0.017963535,0.021480169,0.023869245,0.020359484,0.026748718,,0.00E+00,4.13E-04,4.22E-04,4.07E-04,3.86E-04,5.13E-04,4.86E-04,5.45E-04
0,0.016255237,0.011834725,0.01687332,0.012335082,0.015149264,0.018678326,0.014338857,0.022677654,,0.00E+00,1.92E-04,2.00E-04,2.08E-04,1.87E-04,2.83E-04,2.68E-04,3.25E-04
0,0.018123244,0.009690044,0.022242895,0.021850482,0.027010533,0.014944745,0.028297565,0.03621119,,0.00E+00,1.76E-04,2.16E-04,4.86E-04,5.90E-04,4.04E-04,4.23E-04,1.02E-03
6.28E-14,0.026778063,0.01988872,0.025394096,0.019396008,0.020699614,0.021916551,0.014481655,0.019470032,,1.68E-15,5.33E-04,5.05E-04,4.93E-04,4.01E-04,4.54E-04,3.17E-04,2.82E-04
1.64E-15,0.023613641,0.018821448,0.023866586,0.020344691,0.023066576,0.024857073,0.019978533,0.02576509,,3.87E-17,4.44E-04,4.49E-04,4.86E-04,4.69E-04,5.73E-04,4.97E-04,5.15E-04
3.54E-14,0.020199502,0.015901264,0.020677644,0.017829061,0.02066125,0.022755211,0.019002568,0.024724205,,7.15E-16,3.21E-04,3.29E-04,3.69E-04,3.68E-04,4.70E-04,4.32E-04,4.70E-04
3.52E-14,0.013351411,0.002287864,0.014762646,0.013383304,0.020489837,0.012600146,0.024503209,0.032146547,,4.70E-16,3.05E-05,3.38E-05,1.98E-04,2.74E-04,2.58E-04,3.09E-04,7.88E-04
0,0.024887814,0.018930235,0.023950373,0.019079764,0.020864435,0.022095202,0.016233244,0.02070816,,0.00E+00,4.71E-04,4.53E-04,4.57E-04,3.98E-04,4.61E-04,3.59E-04,3.36E-04
1.35E-14,0.023498309,0.019687827,0.023641676,0.021293292,0.024108349,0.025421072,0.021870365,0.027570792,,3.17E-16,4.63E-04,4.65E-04,5.03E-04,5.13E-04,6.13E-04,5.56E-04,6.03E-04
0,0.01155921,-0.003363097,0.010162691,0.008739997,0.017763759,0.01089079,0.02103105,0.027592331,,0.00E+00,-3.89E-05,-3.42E-05,8.88E-05,1.55E-04,1.93E-04,2.29E-04,5.80E-04
0,0.023431256,0.017208869,0.022610716,0.018008963,0.019590069,0.021100383,0.014909876,0.019967154,,0.00E+00,4.03E-04,3.89E-04,4.07E-04,3.53E-04,4.13E-04,3.15E-04,2.98E-04
0,0.01944638,0.014988686,0.019608722,0.018126443,0.020185397,0.022012546,0.017829494,0.024850122,,0.00E+00,2.91E-04,2.94E-04,3.55E-04,3.66E-04,4.44E-04,3.92E-04,4.43E-04
0,0.018045643,0.00593263,0.017573214,0.016394944,0.021783973,0.011487916,0.023293335,0.029333645,,0.00E+00,1.07E-04,1.04E-04,2.88E-04,3.57E-04,2.50E-04,2.68E-04,6.83E-04
2.28E-14,0.012960747,0.002979459,0.016026479,0.014988996,0.021502421,0.01225324,0.024964602,0.032423384,,2.96E-16,3.86E-05,4.78E-05,2.40E-04,3.22E-04,2.63E-04,3.06E-04,8.09E-04
1.23E-16,0.027948271,0.020911563,0.026242113,0.021017743,0.021900694,0.022571355,0.014905284,0.019803797,,3.44E-18,5.84E-04,5.49E-04,5.52E-04,4.60E-04,4.94E-04,3.36E-04,2.95E-04
2.70E-14,0.017852678,0.021587919,0.019899219,0.031470539,0.017495069,0.021665898,0.021716112,0.023394191,,4.82E-16,3.85E-04,4.30E-04,6.26E-04,5.51E-04,3.79E-04,4.70E-04,5.08E-04
6.14E-15,0.016814144,0.019346094,0.018796225,0.031652365,0.017023836,0.020839825,0.019706713,0.02111866,,1.03E-16,3.25E-04,3.64E-04,5.95E-04,5.39E-04,3.55E-04,4.11E-04,4.16E-04
5.05E-14,0.008721294,0.018066512,0.019488776,0.025048087,0.020534935,0.018209814,0.017604457,0.031309434,,4.40E-16,1.58E-04,3.52E-04,4.88E-04,5.14E-04,3.74E-04,3.21E-04,5.51E-04
0,0.016845942,0.019955812,0.019332674,0.033825734,0.018677946,0.022561459,0.021856742,0.023145905,,0.00E+00,3.36E-04,3.86E-04,6.54E-04,6.32E-04,4.21E-04,4.93E-04,5.06E-04
2.24E-14,0.016516989,0.019649892,0.01829721,0.044152794,0.020666245,0.022758307,0.019272465,0.023328163,,3.70E-16,3.25E-04,3.60E-04,8.08E-04,9.12E-04,4.70E-04,4.39E-04,4.50E-04
0,0.021336661,0.023673973,0.023077076,0.036784531,0.023820641,0.025601957,0.0253035,0.02353549,,0.00E+00,5.05E-04,5.46E-04,8.49E-04,8.76E-04,6.10E-04,6.48E-04,5.96E-04
0,0.008485669,0.013116943,0.014419633,0.017152812,0.015615176,0.017584565,0.01598282,0.02508543,,0.00E+00,1.11E-04,1.89E-04,2.47E-04,2.68E-04,2.75E-04,2.81E-04,4.01E-04
1.42E-14,0.016597229,0.01871298,0.018634471,0.0314716,0.020331491,0.022656489,0.022895653,0.022518065,,2.36E-16,3.11E-04,3.49E-04,5.86E-04,6.40E-04,4.61E-04,5.19E-04,5.16E-04
6.08E-15,0.015692422,0.019345101,0.016988733,0.044752296,0.022777772,0.023182311,0.021066288,0.025540587,,9.54E-17,3.04E-04,3.29E-04,7.60E-04,1.02E-03,5.28E-04,4.88E-04,5.38E-04
0,0.007724273,0.014844577,0.016434163,0.019550056,0.0167375,0.017423544,0.016815587,0.027284103,,0.00E+00,1.15E-04,2.44E-04,3.21E-04,3.27E-04,2.92E-04,2.93E-04,4.59E-04
0,0.019334728,0.021290323,0.021173701,0.035074507,0.021931642,0.024045274,0.023333549,0.022272044,,0.00E+00,4.12E-04,4.51E-04,7.43E-04,7.69E-04,5.27E-04,5.61E-04,5.20E-04
0,0.009880117,0.012485505,0.010998923,0.039375883,0.017225848,0.01802016,0.01491687,0.021828373,,0.00E+00,1.23E-04,1.37E-04,4.33E-04,6.78E-04,3.10E-04,2.69E-04,3.26E-04
0,0.004501813,0.012135267,0.015111744,0.01790248,0.016886979,0.01934085,0.018434246,0.029647982,,0.00E+00,5.46E-05,1.83E-04,2.71E-04,3.02E-04,3.27E-04,3.57E-04,5.47E-04
0,0.011883923,0.019135736,0.021406708,0.023559759,0.020077803,0.018842724,0.01709727,0.029992182,,0.00E+00,2.27E-04,4.10E-04,5.04E-04,4.73E-04,3.78E-04,3.22E-04,5.13E-04
0,0.019266667,0.020239421,0.019121489,0.045308395,0.020467513,0.020511885,0.014609774,0.018037153,,0.00E+00,3.90E-04,3.87E-04,8.66E-04,9.27E-04,4.20E-04,3.00E-04,2.64E-04
3.63E-09,0.016475441,0.017122546,0.016784483,0.017093569,0.017418378,0.018176493,0.0196512,0.020164273,,5.98E-11,2.82E-04,2.87E-04,2.87E-04,2.98E-04,3.17E-04,3.57E-04,3.96E-04
1.98E-14,0.016401015,0.020421025,0.020173391,0.022428537,0.021695737,0.01981809,0.02148814,0.024969772,,3.25E-16,3.35E-04,4.12E-04,4.52E-04,4.87E-04,4.30E-04,4.26E-04,5.37E-04
1.23E-09,0.021355379,0.021230333,0.020798216,0.020243434,0.020093476,0.019833321,0.020301477,0.019232413,,2.63E-11,4.53E-04,4.42E-04,4.21E-04,4.07E-04,3.99E-04,4.03E-04,3.90E-04
0,0.023438209,0.02483772,0.022954335,0.024510322,0.024772519,0.023892498,0.025426832,0.02668172,,0.00E+00,5.82E-04,5.70E-04,5.63E-04,6.07E-04,5.92E-04,6.08E-04,6.78E-04
4.33E-15,0.014526071,0.016594283,0.016570171,0.019404448,0.019703852,0.018483982,0.01871804,0.022129233,,6.29E-17,2.41E-04,2.75E-04,3.22E-04,3.82E-04,3.64E-04,3.46E-04,4.14E-04
0,0.016383095,0.016185037,0.016390113,0.016712918,0.016419388,0.017085989,0.017578684,0.018094898,,0.00E+00,2.65E-04,2.65E-04,2.74E-04,2.74E-04,2.81E-04,3.00E-04,3.18E-04
3.58E-15,0.013211025,0.013478948,0.012737085,0.015222614,0.013924911,0.014829316,0.014887313,0.020836831,,4.73E-17,1.78E-04,1.72E-04,1.94E-04,2.12E-04,2.06E-04,2.21E-04,3.10E-04
0,0.018410904,0.021770431,0.021038547,0.023434853,0.021903252,0.018996673,0.020538274,0.023322786,,0.00E+00,4.01E-04,4.58E-04,4.93E-04,5.13E-04,4.16E-04,3.90E-04,4.79E-04
5.08E-14,0.022356925,0.025810685,0.025617284,0.026942042,0.025869295,0.022749238,0.024507122,0.026549225,,1.14E-15,5.77E-04,6.61E-04,6.90E-04,6.97E-04,5.89E-04,5.58E-04,6.51E-04
3.91E-14,0.026525274,0.024469684,0.024658756,0.025241751,0.023370095,0.021572232,0.019285342,0.018311726,,1.04E-15,6.49E-04,6.03E-04,6.22E-04,5.90E-04,5.04E-04,4.16E-04,3.53E-04
1.44E-15,0.015153516,0.015912016,0.016309966,0.017776337,0.018697721,0.018744684,0.01862766,0.020247354,,2.18E-17,2.41E-04,2.60E-04,2.90E-04,3.32E-04,3.50E-04,3.49E-04,3.77E-04
0,0.018830018,0.018808151,0.018601806,0.01860338,0.018492687,0.018658891,0.019385112,0.018966883,,0.00E+00,3.54E-04,3.50E-04,3.46E-04,3.44E-04,3.45E-04,3.62E-04,3.68E-04
6.95E-14,0.018214984,0.018709402,0.017760375,0.021057606,0.020400766,0.019960228,0.020863595,0.02355644,,1.27E-15,3.41E-04,3.32E-04,3.74E-04,4.30E-04,4.07E-04,4.16E-04,4.91E-04
2.94E-14,0.016641222,0.018795534,0.018280897,0.019886402,0.019380122,0.018474451,0.019400418,0.021615194,,4.89E-16,3.13E-04,3.44E-04,3.64E-04,3.85E-04,3.58E-04,3.58E-04,4.19E-04
1.15E-14,0.022980292,0.022881584,0.021912192,0.021751777,0.022609227,0.023229196,0.023114414,0.024810718,,2.64E-16,5.26E-04,5.01E-04,4.77E-04,4.92E-04,5.25E-04,5.37E-04,5.73E-04
